"","beer_beerid","beer_name","beer_abv","brewery_name","review_overall","review_aroma","review_appearance","review_palate","review_taste","n_reviews","beer_style"
"9091",59603,"Mike Duggan #99 (#18) Double IPA",7.2,"Duggan's Brewery",3.85714285714286,3.42857142857143,3.78571428571429,3.78571428571429,3.71428571428571,7,"IPA"
"9092",59618,"Plowman's Anniversary Ale",6.5,"Grand River Brewing",4,3.61538461538462,3.88461538461538,3.96153846153846,3.96153846153846,13,"IPA"
"9093",59622,"Ass Kisser Double IPA",9,"Ass Kisser Ales",3.28260869565217,3.33695652173913,3.58152173913043,3.40217391304348,3.20652173913043,92,"IPA"
"9094",59638,"Hr. Frederiksen Væsel Brunch",10.7,"Mikkeller ApS",4.08333333333333,4.25,4.08333333333333,4.08333333333333,4.125,12,"Stout"
"9095",59640,"Vesterbro Pilsner",5.6,"Mikkeller ApS",4.4,4.3,3.6,3.9,4,5,"Pilsener"
"9096",59648,"Arbor Brewing Mackinac Island Fudge Stout",5,"Arbor Brewing Company",2.95833333333333,3.33333333333333,2.875,2.625,2.95833333333333,24,"Stout"
"9097",59658,"Silverback Pale Ale",5.5,"Wynkoop Brewing Company",3.73913043478261,3.67391304347826,3.69565217391304,3.6304347826087,3.54347826086957,23,"APA"
"9098",59667,"Buckethead IPA",NA,"Thirsty Planet Brewing Company",4.16666666666667,3.83333333333333,4.22222222222222,4.11111111111111,4.16666666666667,9,"IPA"
"9099",59669,"Thirsty Goat Amber",NA,"Thirsty Planet Brewing Company",3.14285714285714,3.21428571428571,3,3.07142857142857,3,7,"Red Ale"
"9100",59672,"Hill Farmstead Citra IPA",5.5,"Hill Farmstead Brewery",4.46153846153846,4.46153846153846,4,4.19230769230769,4.34615384615385,26,"IPA"
"9101",59673,"Monstre Rouge",8.5,"De Proefbrouwerij (bvba Andelot)",3.21287128712871,3.51485148514851,3.7970297029703,3.47029702970297,3.21287128712871,101,"Red Ale"
"9102",59677,"Fireside Stout",5.2,"Hub City Brewing Company",2.5,3.07142857142857,3.64285714285714,3.07142857142857,2.42857142857143,7,"Stout"
"9103",59679,"Crooked River Black Forest Lager",NA,"JW Dover Beer & Wine Makers Supplies / Black Box Brewing Co.",2.33333333333333,2.83333333333333,3,2.25,2.33333333333333,6,"Lager"
"9104",59708,"Carolina 15th Anniversary Imperial Stout",9.4,"Carolina Brewing Company",3.9,3.8,3.7,3.9,4.2,5,"Stout"
"9105",59713,"Alpha Dog",4.5,"BrewDog",4,3.75,4,3.66666666666667,3.75,6,"Red Ale"
"9106",59720,"Black 13",5.2,"Boneyard Beer Company",4,3.85714285714286,3.92857142857143,3.71428571428571,3.71428571428571,7,"Stout"
"9107",59738,"Patio Daddio",5.75,"Great Waters Brewing",3.3,2.6,3.4,3.5,2.8,5,"APA"
"9108",59739,"India Pale Ale Classique",6,"AMB - Maître Brasseur",3.5,3.55,3.75,3.45,3.35,10,"IPA"
"9109",59741,"Beer Geek Bacon",7.5,"Mikkeller ApS",3.81481481481481,3.99074074074074,4.27083333333333,3.89351851851852,3.8587962962963,216,"Stout"
"9110",59760,"Shewolf",7.8,"Half Acre Beer Company",4.31372549019608,4.27450980392157,4.24509803921569,4.19607843137255,4.27450980392157,51,"IPA"
"9111",59768,"Filthy Red Head",7.5,"The Bruery",3.55555555555556,3.72222222222222,3.72222222222222,3.61111111111111,3.55555555555556,9,"Red Ale"
"9112",59769,"Imperial IPA",8,"Mendocino Brewing Company",3.525,3.5,3.875,3.63125,3.50625,80,"IPA"
"9113",59772,"Dry Dock's Double IPA",9,"Dry Dock Brewing Co.",4.140625,4.125,3.953125,4.046875,4.1796875,64,"IPA"
"9114",59775,"Black's Dawn",8,"Cismontane Brewing Company",4.0625,3.9375,3.9375,4.03125,4.09375,16,"Stout"
"9115",59809,"Philadelphia ExPorter - Beer Camp #25",5.8,"Sierra Nevada Brewing Co.",3.91666666666667,3.91666666666667,4.08333333333333,3.66666666666667,3.75,6,"Porter"
"9116",59811,"Lips Of Faith - BELGO Belgian India Pale Ale",7,"New Belgium Brewing",3.82978723404255,3.86524822695035,3.97163120567376,3.80496453900709,3.80496453900709,141,"IPA"
"9117",59812,"Tuatara India Pale Ale",5,"Tuatara Brewing Co.",3.4,3.1,4.1,3.6,3.1,5,"IPA"
"9118",59815,"Harlan India Pale Ale",6,"Hill Farmstead Brewery",4.125,4.325,3.95,3.925,4.15,20,"IPA"
"9119",59817,"Nomad's Stout",4.5,"Cavalry Brewing",3.425,3.3,3.55,3.05,3.4,20,"Stout"
"9120",59819,"Vindicator IPA",6,"Wallace Brewing / Orehouse Tasting Room",3.16666666666667,3.33333333333333,4,3.58333333333333,3.25,6,"IPA"
"9121",59821,"Barrel Aged I.P.A.",7.25,"Epic Brewing Company",3.66666666666667,4.05555555555556,4.11111111111111,3.88888888888889,3.83333333333333,9,"IPA"
"9122",59824,"Norfolk Canyon Pale Ale",5.5,"O'Connor Brewing Co.",3.5,3.5,3.6,3.4,3.4,5,"APA"
"9123",59838,"Red Card",6.2,"Alpine Beer Company",4.33333333333333,4.25,4.25,4.33333333333333,4.29166666666667,12,"Red Ale"
"9124",59841,"Douze",6.5,"BFM Brasserie Des Franches-Montagnes",4.17391304347826,4.04347826086957,4.02173913043478,4.04347826086957,4.10869565217391,23,"APA"
"9125",59845,"Brewers Reserve Imperial IPA",9,"Old Schoolhouse Brewery",3.72727272727273,3.59090909090909,3.68181818181818,3.72727272727273,3.72727272727273,11,"IPA"
"9126",59851,"Murray's Heart Of Darkness",9.6,"Murray's Craft Brewing Co.",3.8125,4.0625,4.1875,3.6875,3.8125,8,"Stout"
"9127",59858,"Rising Sun",7.5,"Iron Hill Brewery & Restaurant",3.92857142857143,3.92857142857143,4,4,3.92857142857143,7,"IPA"
"9128",59869,"George",11.1,"Mikkeller ApS",3.97916666666667,4.0625,4.27083333333333,4.22916666666667,4.04166666666667,24,"Stout"
"9129",59878,"MOOG Filtered Ale",NA,"Asheville Brewing Company",3.79411764705882,3.79411764705882,3.76470588235294,3.58823529411765,3.67647058823529,17,"APA"
"9130",59879,"Forgotten Hollow Cinnamon Porter",6.5,"Roth Brewing Company",3.5,4,3.8125,3.625,3.75,8,"Porter"
"9131",59883,"Rocket Science IPA",6.5,"Fullsteam Brewery",3.92857142857143,3.67857142857143,3.89285714285714,3.92857142857143,3.82142857142857,14,"IPA"
"9132",59890,"Rathskeller Amber",5.3,"Sun King Brewing Company",4.6,4.1,3.9,4.2,4.3,5,"Red Ale"
"9133",59901,"Focal Banger",NA,"The Alchemist Pub & Brewery",4.5,4.4,4.1,4.6,4.6,5,"IPA"
"9134",59905,"Long Shot",6,"Matilda Bay Brewing Co.",3.8125,3.75,3.8125,3.875,4.0625,8,"Stout"
"9135",59913,"Maine Logger Lager",NA,"Atlantic Brewing Company",3.68181818181818,3.40909090909091,3.59090909090909,3.5,3.54545454545455,11,"Lager"
"9136",59917,"Trunk Island Pale Ale",NA,"The Frog & Onion - Dockyard Brewing Co.",3.5,3.41666666666667,3.5,3.41666666666667,3.58333333333333,6,"IPA"
"9137",59929,"Hel & Verdoemenis Misto B.A.",12,"Brouwerij De Molen",4.2,4.35,3.8,4,4.425,20,"Stout"
"9138",59949,"El Gordo",13.9,"Good People Brewing Company",4.85714285714286,4.85714285714286,4.92857142857143,4.64285714285714,4.85714285714286,7,"Stout"
"9139",59950,"Hitchhiker",7.4,"Good People Brewing Company",4.75,4.66666666666667,4.58333333333333,4.58333333333333,4.75,6,"IPA"
"9140",59961,"Portamarillo",7,"Dogfish Head Brewery",3.84615384615385,3.84615384615385,4.11538461538461,4,4,13,"Porter"
"9141",59964,"Beach Blonde Lager",5,"Tree Brewing",3.4,3.5,3.55,3.7,3.35,10,"Lager"
"9142",59972,"The Woodwork Series- American Oak Barreled",11,"Revelation Cat Craft Brewing",3.92857142857143,3.92857142857143,4.21428571428571,3.96428571428571,4.17857142857143,14,"IPA"
"9143",59973,"The Woodwork Series- Base Beer",11,"Revelation Cat Craft Brewing",3.4375,3.625,4,3.9375,3.6875,8,"IPA"
"9144",59975,"The Woodwork Series- Acasia Barreled",11,"Revelation Cat Craft Brewing",3.67857142857143,4,4.10714285714286,3.92857142857143,3.67857142857143,14,"IPA"
"9145",59994,"Marshal Zhukov's Imperial Stout - Double Barrel Aged",11.5,"Cigar City Brewing",3.97916666666667,4.32291666666667,3.83333333333333,4.01041666666667,4.22916666666667,48,"Stout"
"9146",60018,"Frankenmuth Red Sky Ale",5.25,"Frankenmuth Brewery",3.35,3.35,3.35,3.65,3.35,10,"Red Ale"
"9147",60023,"NorCal IPA",6.9,"Moylan's Brewery",3.6125,3.75,3.7625,3.5625,3.6125,40,"IPA"
"9148",60033,"Yeast Series: Lager",8,"Mikkeller ApS",3.70588235294118,3.55882352941176,3.91176470588235,3.79411764705882,3.64705882352941,17,"Lager"
"9149",60034,"Yeast Series: American-Style",8,"Mikkeller ApS",3.69047619047619,3.69047619047619,4,3.76190476190476,3.5952380952381,21,"APA"
"9150",60038,"Yellow Kite",NA,"Bristol Brewing Company",3.27272727272727,3.13636363636364,3.45454545454545,3.31818181818182,3.09090909090909,11,"Pilsener"
"9151",60044,"Maiden The Shade",6.8,"Ninkasi Brewing Company",4.2027027027027,4.14189189189189,4.05405405405405,4.0472972972973,4.07432432432432,74,"IPA"
"9152",60053,"American Pale Ale",6.4,"Mad Fox Brewing Company",3.55555555555556,3.77777777777778,3.88888888888889,3.94444444444444,3.44444444444444,9,"APA"
"9153",60054,"Porter",6,"Mad Fox Brewing Company",4,4.03846153846154,4.03846153846154,4,3.96153846153846,13,"Porter"
"9154",60055,"Steve's Dreaded Chocolate Orange",5.6,"C'est What?",3.41666666666667,3.66666666666667,4,3.58333333333333,3.33333333333333,6,"Stout"
"9155",60065,"DéCIBeL",5.5,"Brasserie Dieu Du Ciel",3.76470588235294,3.79411764705882,3.79411764705882,3.73529411764706,3.73529411764706,17,"APA"
"9156",60077,"Roscoe's Hop House Pale Ale",NA,"World Brews",3.39285714285714,3.32142857142857,3.57142857142857,3.39285714285714,3.39285714285714,14,"APA"
"9157",60118,"Bourbon Barrel Aged Fayston Maple Imperial Stout",11,"Lawson's Finest Liquids",4.08823529411765,4.05882352941176,4.20588235294118,4.04411764705882,4.11764705882353,34,"Stout"
"9158",60128,"Peg's G.O.O.D. Dancing Cody IPA",NA,"Peg's Cantina & Brewpub / Cycle Brewing",4.08333333333333,4.41666666666667,3.83333333333333,4.08333333333333,4.33333333333333,6,"IPA"
"9159",60134,"Walleye Chop Lager",NA,"Bank Beer Co.",3.28571428571429,3.42857142857143,3.57142857142857,3.35714285714286,3.28571428571429,7,"Lager"
"9160",60136,"Trapp Dunkel Lager",5.2,"Trapp Family Lodge Brewery",4.2,4.1,4.1,3.9,4.5,5,"Lager"
"9161",60142,"Peg's G.O.O.D. The Dude Porter",NA,"Peg's Cantina & Brewpub / Cycle Brewing",3.75,3.75,3.66666666666667,3.91666666666667,4.08333333333333,6,"Porter"
"9162",60173,"Beer Geek Breakfast (Speyside Edition)",7.5,"Mikkeller ApS",3.88461538461538,4.11538461538461,3.69230769230769,3.80769230769231,3.84615384615385,13,"Stout"
"9163",60196,"Coffee Monster",NA,"Port Brewing Company / Pizza Port",4.09090909090909,4.40909090909091,4.18181818181818,4.09090909090909,4.18181818181818,11,"Porter"
"9164",60197,"Que Onda",7.8,"Port Brewing Company / Pizza Port",3.9,4,3.95,4.1,4,10,"IPA"
"9165",60204,"Your Mother",7,"The Alchemist Pub & Brewery",4.9,4.3,4.2,4.3,4.4,5,"Pilsener"
"9166",60223,"Empire (Barrel-Aged Lost Gold IPA)",6.6,"Real Ale Brewing Company",4.07142857142857,4.21428571428571,3.85714285714286,3.78571428571429,4,7,"IPA"
"9167",60227,"McNeill's Sunshine India Pale Ale",7,"McNeill's Brewery",3.73684210526316,3.55263157894737,3.94736842105263,3.71052631578947,3.76315789473684,19,"IPA"
"9168",60269,"Orkney Porter",9,"Highland Brewing Company Ltd.",4.16666666666667,4.25,4.25,4.08333333333333,4.33333333333333,6,"Porter"
"9169",60282,"Cho-Saiko",9.5,"Port Brewing Company / Pizza Port",4.5,4.59090909090909,4.45454545454545,4.40909090909091,4.40909090909091,11,"IPA"
"9170",60284,"SOS (Save Our Shore)",7,"Abita Brewing Co.",3.86492890995261,3.67772511848341,3.95260663507109,3.70616113744076,3.71563981042654,211,"Pilsener"
"9171",60286,"Black(Eye) PA",6.6,"Right Brain Brewery",4.5,4.2,4.2,3.9,4.6,5,"IPA"
"9172",60305,"Laughing Dog Rocket Dog Rye IPA",6.9,"Laughing Dog Brewing",3.79545454545455,3.8030303030303,4.03030303030303,3.8030303030303,3.77272727272727,66,"IPA"
"9173",60316,"Pink IPA",6.2,"Almond '22",3.55,3.6,3.7,3.6,3.55,10,"IPA"
"9174",60319,"Whip Ale",6,"Diamond Knot Brewery",4.05,3.5,3.9,3.75,3.8,10,"APA"
"9175",60320,"Hop Dog Double Wheat IPA",8,"Midnight Sun Brewing Co.",3.7875,3.8375,3.9,3.8,3.8375,40,"IPA"
"9176",60332,"Alpha Centauri Binary IPA",8.7,"Hop Valley Brewing Company",4.07692307692308,4.19230769230769,4.11538461538461,4.15384615384615,4.11538461538461,13,"IPA"
"9177",60365,"Slaapmutske Dry-Hopped Lager",5.3,"Brouwerij Slaapmutske",3.90909090909091,3.54545454545455,3.86363636363636,3.68181818181818,3.77272727272727,11,"Pilsener"
"9178",60377,"McNeill's Dark Angel Imperial Stout",10,"McNeill's Brewery",3.92372881355932,3.80508474576271,4.16101694915254,3.85593220338983,3.83898305084746,59,"Stout"
"9179",60384,"Roller Dam Red Ale",5.4,"Great River Brewery",3.86,3.68,3.88,3.78,3.78,25,"Red Ale"
"9180",60387,"Cool Brew",6.5,"Napa Smith Brewery",3.94444444444444,3.72222222222222,3.88888888888889,3.61111111111111,3.77777777777778,9,"IPA"
"9181",60403,"Hop Sutra",9,"Peace Tree Brewing Co.",3.95945945945946,4.24324324324324,3.97297297297297,4,3.98648648648649,37,"IPA"
"9182",60410,"Wooden Elephant",NA,"Odell Brewing Company",4.35,4.4,4.3,4.1,4.45,10,"IPA"
"9183",60425,"Black Bacon Ryno",6.5,"Jackie O's Pub & Brewery",4.05555555555556,4.16666666666667,3.94444444444444,4,3.88888888888889,9,"Stout"
"9184",60426,"Dark Horse Bourbon Barrel Aged Plead The 5th",14,"Dark Horse Brewing Company",4.48295454545455,4.50568181818182,4.29545454545455,4.44318181818182,4.5,88,"Stout"
"9185",60427,"Short's Bourbon Huma",NA,"Short's Brewing Company",3.71428571428571,3.85714285714286,3.85714285714286,3.78571428571429,3.71428571428571,7,"IPA"
"9186",60449,"Estrella Damm 4.6%",4.6,"Damm S. A.",3,2.72222222222222,3.27777777777778,2.94444444444444,3.11111111111111,9,"Lager"
"9187",60481,"Rousse Classique",5,"AMB - Maître Brasseur",3.7,3.4,3.5,3.7,3.6,5,"Red Ale"
"9188",60494,"Hop Project #32",NA,"Yazoo Brewing Company",3.5,3.8,3.8,3.7,3.3,5,"IPA"
"9189",60497,"Russian Stout",7.2,"Cropton Brewery",3.5,3.41666666666667,3.75,2.91666666666667,3.33333333333333,6,"Stout"
"9190",60552,"Crazy Mountain Amber Ale",5.25,"Crazy Mountain Brewing Company",3.67647058823529,3.5,3.70588235294118,3.38235294117647,3.58823529411765,17,"Red Ale"
"9191",60555,"Cucapá Runaway",7.5,"Cucapá Brewing Company",4,3.8,3.9,3.7,4,5,"IPA"
"9192",60582,"Panil Barriquée Riserva",8,"Panil",4.23333333333333,4.1,3.83333333333333,4.13333333333333,4.26666666666667,15,"Red Ale"
"9193",60584,"Founders Looking Glass",11.1,"Founders Brewing Company",3.92857142857143,3.92857142857143,4.16666666666667,3.85714285714286,4.11904761904762,21,"IPA"
"9194",60596,"""Jessica & Brendan's"" Bridal Ale",5,"Moylan's Brewery",2.91666666666667,2.58333333333333,3.16666666666667,3,2.33333333333333,6,"Red Ale"
"9195",60599,"Terrapin Hopzilla",10.8,"Terrapin Beer Company",3.7970297029703,4.11386138613861,3.8960396039604,3.94059405940594,3.98514851485149,101,"IPA"
"9196",60620,"Hex",5.4,"Magic Hat Brewing Company",3.45925925925926,3.31666666666667,3.50740740740741,3.42592592592593,3.38148148148148,270,"Red Ale"
"9197",60632,"Mountain Goat Rare Breed Surefoot Stout",4.9,"Mountain Goat Beer Pty Ltd",3.33333333333333,3.11111111111111,3.5,3.16666666666667,3.5,9,"Stout"
"9198",60634,"Epic / Thornbridge Stout",6.8,"Epic Brewing Company",4,3.94444444444444,4.11111111111111,3.66666666666667,3.77777777777778,9,"Stout"
"9199",60646,"Beer Geek Breakfast (Bourbon Edition)",10.7,"Mikkeller ApS",3.75806451612903,3.84677419354839,4.17741935483871,3.7258064516129,3.78225806451613,62,"Stout"
"9200",60651,"Peak XV Imperial Porter",8.5,"Black Diamond Brewing Co.",2.703125,3.15625,3.515625,2.75,2.859375,32,"Porter"
"9201",60670,"Super Friends IPA",6,"Ithaca Beer Company",4.33962264150943,4.4811320754717,4.16981132075472,4.29245283018868,4.41509433962264,53,"IPA"
"9202",60679,"Ise Kaydoya Imperial India Pale Ale",10,"Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery",3.71428571428571,3.35714285714286,3.92857142857143,3.64285714285714,3.57142857142857,7,"IPA"
"9203",60684,"Terrapin Sound Czech",5.5,"Terrapin Beer Company",4.17857142857143,3.85714285714286,3.89285714285714,3.96428571428571,4.10714285714286,14,"Pilsener"
"9204",60685,"Terrapin Hoptaneous Combustion",9.3,"Terrapin Beer Company",3.95454545454545,4.09090909090909,4,4.03030303030303,4.07575757575758,33,"IPA"
"9205",60688,"Barrel-Aged Wake Up Dead",10.2,"Left Hand Brewing Company",3.08849557522124,3.10619469026549,3.47787610619469,3.14159292035398,3.10619469026549,113,"Stout"
"9206",60692,"Imperial Smoked Porter",12,"Captain Lawrence Brewing Co.",4.13793103448276,4.29310344827586,4.22413793103448,4.39655172413793,4.39655172413793,29,"Porter"
"9207",60694,"Double Chocolate Stout",8,"Rogue Ales",4.12727272727273,4.28484848484849,4.25757575757576,4.17272727272727,4.1969696969697,165,"Stout"
"9208",60704,"Herkulean IPA",6,"Craggie Brewing Company",4,4,3.91666666666667,3.91666666666667,4,6,"IPA"
"9209",60749,"Triple Chocoholic",4.8,"Saltaire Brewery Limited",3.75,4,4.25,3.91666666666667,3.75,6,"Stout"
"9210",60750,"RPM IPA",7.5,"Boneyard Beer Company",4.375,4.425,4.25,4.225,4.45,20,"IPA"
"9211",60756,"50 Back American Lager",4.9,"50 Back Brewing Company",3.1,2.75,3.05,3.15,2.95,10,"Lager"
"9212",60757,"Texas Ranger (Chipotle Porter) - Bourbon Barrel Aged",6.6,"Mikkeller ApS",3.93333333333333,4.16666666666667,4.16666666666667,4,4.06666666666667,15,"Porter"
"9213",60763,"Bise Noire",7.2,"Brasserie Trois Dames",3.71428571428571,3.28571428571429,3.5,3.42857142857143,3.64285714285714,7,"Stout"
"9214",60768,"Terrapin So Fresh & So Green Green",6.6,"Terrapin Beer Company",3.7112676056338,3.57042253521127,3.82042253521127,3.58450704225352,3.51408450704225,142,"IPA"
"9215",60773,"Fat Boy",5.9,"Fat Boy Beer",1.83333333333333,1.83333333333333,2,1.91666666666667,1.5,6,"Lager"
"9216",60787,"Taps Sinister Sam's Insane IPA",6.5,"Taps Brewing Co. Inc.",4.0625,3.75,3.75,3.875,3.75,8,"IPA"
"9217",60802,"Black Iron India Pale Ale",NA,"Grand Canyon Brewery",3.3125,3.5,3.3125,3.25,3.4375,8,"IPA"
"9218",60814,"Columbus Big Frank",9.3,"Columbus Brewing Company",4.46153846153846,4.5,4.23076923076923,4.23076923076923,4.42307692307692,13,"IPA"
"9219",60826,"Freedom Of '78",7,"Half Acre Beer Company",4.0948275862069,4.25,3.86206896551724,3.94827586206897,4.06896551724138,58,"IPA"
"9220",60827,"Hop Baron Double Down IPA",8.5,"Rivertown Brewing Co.",3.6,3.48,3.5,3.54,3.54,25,"IPA"
"9221",60832,"Rumble IPA",7.1,"Great Divide Brewing Company",3.80836236933798,3.75783972125436,3.86585365853659,3.82926829268293,3.8397212543554,287,"IPA"
"9222",60834,"Out Of Sight",6.3,"Avery Brewing Company",4,3.83333333333333,3.91666666666667,3.75,3.875,12,"Stout"
"9223",60838,"Joe's Premium American Pilsner",4.7,"Avery Brewing Company",3.86477987421384,3.62578616352201,3.76729559748428,3.77987421383648,3.78930817610063,159,"Lager"
"9224",60842,"San Diego County Session Ale",4.2,"Stone Brewing Co.",4.03875968992248,4.19961240310078,3.97868217054264,3.81976744186047,3.87984496124031,258,"APA"
"9225",60844,"Southampton Vic",7.2,"Southampton Publick House",3.81818181818182,4.09090909090909,3.95454545454545,3.90909090909091,3.95454545454545,11,"Porter"
"9226",60846,"Smoked Baltic Porter",7.5,"Great Divide Brewing Company",3.76126126126126,3.75225225225225,3.82882882882883,3.6036036036036,3.71396396396396,222,"Porter"
"9227",60852,"HopStar IPA",7.6,"Knee Deep Brewing Company",3.17857142857143,3.07142857142857,3.5,3.42857142857143,2.96428571428571,14,"IPA"
"9228",60858,"Guineu Riner",2.8,"Ca L'Arenys",3.92857142857143,3.71428571428571,3.78571428571429,3.85714285714286,3.78571428571429,7,"APA"
"9229",60862,"Cerveza De Fiesta",5,"Telegraph Brewing Company",3.4,3.3,3.7,3.2,3.6,5,"Pilsener"
"9230",60865,"Hans' Pils",5.3,"Real Ale Brewing Company",4.125,4,3.95833333333333,4.04166666666667,4,12,"Pilsener"
"9231",60873,"Imperial Red Ale",8.1,"Epic Brewing Co.",3.65625,3.625,3.9375,3.75,3.65625,16,"Red Ale"
"9232",60877,"110K+OT Batch #3 - The Other West Coast IPA - Cedar Aged (Humidor Series)",10,"Cigar City Brewing",3.92857142857143,4.07142857142857,4,3.85714285714286,4.07142857142857,7,"IPA"
"9233",60904,"Black (黑) (Islay Edition)",17.5,"Mikkeller ApS",3.8,4.13333333333333,3.96666666666667,4,3.9,15,"Stout"
"9234",60907,"Annabelle's India Pale Ale",7.5,"Galena Brewing Company",4.2,3.6,3.7,4,4.3,5,"IPA"
"9235",60917,"Mowmasters Ultra Pale Ale",5,"Ellicottville Brewing Co.",4.03571428571429,3.71428571428571,3.89285714285714,3.85714285714286,3.89285714285714,14,"APA"
"9236",60918,"Horseneck Golden IPA",5.9,"Buzzards Bay Brewing",3.78571428571429,3.5,3.71428571428571,3.78571428571429,3.57142857142857,7,"IPA"
"9237",60919,"Allagash Fluxus 2010",10.3,"Allagash Brewing Company",3.70634920634921,3.76984126984127,4.18253968253968,3.91269841269841,3.76190476190476,63,"Stout"
"9238",60932,"Pro-Am Porter",6.8,"Wormtown Brewing Co.",4.26923076923077,4.03846153846154,4.17307692307692,4.23076923076923,4.23076923076923,26,"Porter"
"9239",60940,"José Martí India Porter",8,"Cigar City Brewing",4.09356725146199,4.0233918128655,4.16374269005848,3.99707602339181,4.1374269005848,171,"Porter"
"9240",60958,"Wild Dog Coffee Stout",8,"Flying Dog Brewery",3.85416666666667,4.02083333333333,3.9375,3.8125,3.9375,24,"Stout"
"9241",60967,"Gomorrah",3.4,"Revolution Brewing Company - Brewpub",3.9,3.65,3.8,3.35,3.75,10,"Stout"
"9242",60985,"Ruthless Rye IPA",6.4,"Barrier Brewing Company",4.25,4.25,4.125,4.25,4.25,8,"IPA"
"9243",60987,"Pro-AM 2010 (Smoked Porter)",5.8,"Southern Star Brewing Company",4.29545454545455,4.18181818181818,4.18181818181818,4.02272727272727,4.22727272727273,22,"Porter"
"9244",60990,"Mogli",8.5,"Caldera Brewing Company",4.5,4.5,4.25,4.3,4.5,10,"Porter"
"9245",60992,"Lucille IPA",7.2,"Georgetown Brewing Company",3.96875,3.75,3.875,3.84375,4.09375,16,"IPA"
"9246",61001,"Raasted Pilsner",4.6,"Raasted & Randers Bryghus A/S",4,3.9,4,3.8,3.9,5,"Pilsener"
"9247",61017,"Populist",7,"Eagle Rock Brewery",4.19230769230769,3.76923076923077,4.11538461538461,3.88461538461538,4.03846153846154,13,"IPA"
"9248",61040,"Kennebec River India Pale Ale",5.9,"Kennebec River Brewery",3.04545454545455,3.13636363636364,3.31818181818182,3.27272727272727,3.09090909090909,11,"IPA"
"9249",61053,"Bourbon Barrel Stout (Clay Street Series)",8.6,"Bluegrass Brewing Co.",3.6,3.5,3.8,3.9,3.7,5,"Stout"
"9250",61062,"Everett Robust Porter",7.5,"Hill Farmstead Brewery",4.47191011235955,4.31460674157303,4.30337078651685,4.35955056179775,4.53370786516854,89,"Porter"
"9251",61083,"Baltic Porter",NA,"Milwaukee Brewing Company",2.6,3,3.3,3.1,2.7,5,"Porter"
"9252",61091,"Sodom",11,"Revolution Brewing Company - Brewpub",3.93333333333333,4.1,4.03333333333333,4.16666666666667,4.16666666666667,15,"Stout"
"9253",61102,"English-Style Porter",6,"Lefty's Brewing Company",3.83333333333333,3.5,3.75,3.58333333333333,3.83333333333333,6,"Porter"
"9254",61116,"Blue Diamond Lager",NA,"Blue Diamond Brewing Co.",3,3.25,3,3,2.83333333333333,6,"Lager"
"9255",61118,"483 Pale Ale",5.3,"Great River Brewery",3.94736842105263,3.78947368421053,3.92105263157895,3.97368421052632,3.85526315789474,38,"APA"
"9256",61119,"Viking IPA",6.3,"Ekim Brewing Co.",3.1,3,3.5,3.2,3,5,"IPA"
"9257",61123,"Moa 5 Hop Ale",6.2,"Moa Brewing Company",3.73076923076923,3.88461538461538,3.92307692307692,3.61538461538462,3.65384615384615,13,"IPA"
"9258",61128,"I Hardcore You",9.5,"BrewDog",3.92328042328042,4.13756613756614,4.04232804232804,3.99470899470899,4.09259259259259,189,"IPA"
"9259",61129,"Exodus",5,"Central Waters Brewing Company",4.03846153846154,4.11538461538461,3.84615384615385,3.96153846153846,3.96153846153846,13,"Red Ale"
"9260",61130,"Hoptopia",8,"Hermitage Brewing",2.6875,2.8125,3.5,2.890625,2.5,32,"IPA"
"9261",61131,"Elephino",8,"Red Rock Brewing Company",4.09090909090909,4.27272727272727,4.13636363636364,4,4.09090909090909,11,"IPA"
"9262",61132,"Stone Double Dry Hopped 14th Anniversary",8.9,"Stone Brewing Co.",3.25,3.1875,4,3.375,3.3125,8,"IPA"
"9263",61133,"Eagle Claw Fist",8,"Clown Shoes",3.78195488721805,3.92857142857143,3.98872180451128,3.79323308270677,3.81578947368421,133,"Red Ale"
"9264",61134,"Rail Hopper IPA",7.4,"Flossmoor Station Restaurant & Brewery",4.05434782608696,4.14130434782609,3.96739130434783,3.93478260869565,3.97826086956522,46,"IPA"
"9265",61135,"1000 IBU - Barrel Aged",9.6,"Mikkeller ApS",2.675,2.9,3.7,3.45,2.75,20,"IPA"
"9266",61137,"Hundred Yard Dash Fresh Hop Ale",6.8,"Brau Brothers Brewing Co. LLC",3.7,3.84545454545455,3.78181818181818,3.79090909090909,3.70909090909091,55,"IPA"
"9267",61149,"Happy Camper IPA",6.6,"Santa Fe Brewing Company",3.84722222222222,3.83333333333333,4.00694444444444,3.77083333333333,3.84722222222222,72,"IPA"
"9268",61154,"Collaborative Evil 2010",8.2,"Flossmoor Station Restaurant & Brewery",3.65217391304348,3.60869565217391,3.5,3.5,3.78260869565217,23,"Porter"
"9269",61160,"Raasted Rug IPA",7,"Raasted & Randers Bryghus A/S",3.6,3.5,3.8,3.9,3.5,5,"IPA"
"9270",61176,"Hop Whoopin",7,"O'so Brewing Company",4.05555555555556,4.11111111111111,4.22222222222222,3.72222222222222,4.11111111111111,9,"IPA"
"9271",61182,"Kung Foo Elvis",6.3,"Port Brewing Company / Pizza Port",4.25,4.33333333333333,4.08333333333333,4.08333333333333,4.25,6,"APA"
